"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","label"
-1.43732927973231,-0.82256249931992,-0.940488042024072,0.54437489554913,-0.455637842632591,-0.472182005252454,-0.164329859706781,1.68436270634366,-1.65553840471124,1.36790417361931,0.489470080610915,-0.954619325314834,1.18817835258421,-1.2254420010645,-0.216359729478876,0.692368386053025,1.14904877508377,-1.02729928982081,-0.0613551605461753,0.670734843190327,"A"
-0.510779129001013,-0.725079735857833,-0.459403988555409,-0.685960067399561,-0.761195410071893,-0.522741163193061,0.199527269129024,-0.331399044031976,-1.33684807743166,1.33082700316952,-0.674442735146217,-0.228479331412948,1.23508402766068,-0.947099068211397,-1.30686072123799,-0.0725082013703999,1.19960156945024,-0.956507477689988,0.445422196375956,-0.387594617418333,"A"
-0.664858407404971,0.419287397580473,-1.46159208219829,-0.774201210777338,-0.274684243076002,-0.357744279288002,-0.434065194441544,2.26686075326738,-1.68881222163812,1.69621994735304,-0.019017781604836,-0.24963648565599,-0.570087026287015,1.6128099643814,-1.87783236392046,0.165755230289631,1.15557375425808,-0.906054499480628,1.08325864033012,-1.02548638910918,"A"
0.0555795151166572,0.087317122182054,-0.630321327321774,1.652013760654,-0.452672733752278,-0.860018997792181,0.204958390718051,0.286961490162983,-1.28104933716915,0.670910666465991,0.402086894462397,0.940980671797189,0.197491369225309,-0.365276256035496,-0.366019969639906,0.410580484202065,0.863278560645241,-0.761786509877642,0.766380970502786,0.119527170658983,"A"
1.20113603689718,-0.774312298138034,1.08512932295519,0.451582845069799,-0.765415723345551,-1.87691373351843,0.506252474928916,-0.503043082660635,-1.04095990544395,0.306586648476558,-0.200605946307444,-0.408717191870269,1.79381552756288,0.658395073920555,-0.659632018055499,-0.26812999406737,-0.0283629217261498,1.04018703714012,-0.621435551110116,0.462711961536849,"A"
-0.462770397755097,-1.83883361987361,1.05156199531495,0.194670649638947,-0.150012423889247,-0.163611078334682,-0.498274211683228,1.9951867043773,-1.61428989718204,1.84826226127742,-0.575799197726934,-0.574268034459484,1.60929272479539,-1.91181804329118,1.78556205930584,-1.33951609047804,0.790008884652244,-1.84203830928978,1.4002542258228,-1.49625705452586,"A"
1.01224846264732,-0.155601293503661,0.0837047831307459,0.0262353784035726,-0.922102692047969,-0.499783379528965,-0.289988183006446,1.34191695009354,-1.38863649737894,2.00891341936273,0.731273579576729,-0.743415987739464,0.00399360842609343,0.534761546049068,-0.414440057861067,0.528857768804512,-0.768156790138939,0.127658023239263,-1.0247864591115,-0.0415270146223184,"A"
1.81372440804133,0.25764027351938,-0.641850723604581,-0.544950638009132,-0.589371829869794,-0.888917958838433,0.488577342025554,0.661850055170049,-1.29637079195914,0.866648421119252,1.95231570440435,0.0887817165661753,0.797924921747318,-0.712789654519352,1.0682929684159,-0.264953777602848,0.805508078725955,-0.634638089353587,-0.0176765073559863,-1.04212386793065,"A"
0.145019147500129,-0.394007246897747,2.00669376405505,-0.472283879375931,0.743277475731435,-0.67082903850522,0.334169394039905,-0.00597802394966969,-1.48522237644979,1.09091547636154,-0.724039212242613,2.62622512774958,0.0844199619161599,-0.0406980994307821,1.45366664974226,-0.550776551393188,-0.124516716963935,0.519168160467649,-0.13740710423774,0.244439640210141,"A"
2.30037713632294,0.199623693308466,-0.166225871900062,-0.850648604199222,-0.487424426646375,-1.44143131311222,0.377427080589381,-0.0387186043139012,-1.64761607343254,1.98041124267803,0.206584751550803,-1.64031844603787,1.21026073429671,-1.61438968381671,-2.19608641053333,-0.175636763329434,0.42678955189655,-0.848388165984354,0.711838331622846,-0.135702925213283,"A"
