"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","label"
8.85457348372102,9.26147618097309,8.12398277607843,9.74737256846542,13.3791181601554,7.33923510382415,0.380056757181693,0.618571230380299,0.0383701055330546,0.715212863738648,9.71611522959427,10.922818432565,9.43233014483903,6.18398426926568,10.5759174352772,8.3734594317142,0.761376611539903,0.446808740009624,0.524447039181293,0.75280617099845,"A"
9.56866827281844,9.3643213416328,8.54864297105308,8.20441158509256,13.0984715741101,7.27965742976783,0.474726858637445,0.180804091872044,0.14358871894222,0.7078888602978,8.40346527951491,11.6289120800037,9.47239644016822,6.52751731768362,9.52476032121982,7.54121418957513,0.772490819577171,0.461534967962245,0.65679592464825,0.50600983589604,"A"
9.44991894259674,10.5716385894448,7.66399633149162,8.09374851734245,13.5453192802054,7.47408571872691,0.309875717752163,0.745073533115692,0.0273844414567002,0.7800664064265,9.14264739083757,11.6083390054804,7.93043981233469,9.68697728537517,8.97438860338897,7.80046334249111,0.76281115095342,0.472030278586963,0.823371919637922,0.357257148472273,"A"
10.005162461725,10.2214070706094,8.39777164226604,11.1364605843243,13.3818415346458,6.88221748585553,0.476139954028751,0.315094724964233,0.162011198628114,0.577532917218676,9.61756529236292,12.7660871235696,8.58609656672022,7.24560763259517,10.4316567447087,8.06685226859288,0.698549033877219,0.502041140538538,0.740616828357359,0.624267716269212,"A"
10.8880460726924,9.31238056156489,9.91202596510956,9.63100221586353,13.0945953274106,5.68393362230985,0.554532101000075,0.143527801844978,0.241278986000143,0.505566520404462,8.93785396292362,11.4536499964308,9.94965854647636,8.50903088158223,10.1486378425735,7.3283624577955,0.502518546266661,0.876890609979128,0.378177647996901,0.704296433038406,"A"
9.6056687360819,8.18930133738838,9.88239557558053,9.3088090687612,13.6598270658382,7.70284753045435,0.293169506179248,0.686073519365357,0.0519886888282197,0.810099939644588,8.514714535229,11.292669470276,9.79204126245692,5.33685353118576,12.505612452494,6.16261102038338,0.682440440237346,0.277325403427948,0.906157805520248,0.247476140550845,"A"
10.7424698916399,9.96512603587944,9.0280533260914,9.09757468173123,12.9506824693111,7.30671032004345,0.347362368992566,0.544201578917286,0.126490284283034,0.841834012669018,9.9888189463585,11.1281911378728,8.4208129754047,8.35644140398708,10.3849835911934,8.19554715739201,0.339872285831848,0.687064839630841,0.27283939166618,0.586710807801909,"A"
11.3601696413416,10.4010994720273,8.38759446919598,8.38125127053534,13.2562870116066,6.84816365758959,0.549933299732778,0.396510048145173,0.156952676010954,0.616197787574021,11.3658987950387,11.9374145897664,9.09898009310972,6.81670384860636,11.8142215108258,7.3318184284502,0.685847992075064,0.528490761873174,0.53585406238282,0.353377384229367,"A"
10.074093836215,9.71360568799166,10.725504883019,8.47238252888021,14.480290334931,7.10515430261122,0.509758695628835,0.251476446253866,0.0946015465309635,0.660498166064,8.34753083811747,14.4048075008004,8.48951225381673,7.64620455972154,12.1856914037997,7.02082101070558,0.481378799250923,0.768507415446426,0.504585477002774,0.653396584774949,"A"
11.7352342582883,10.3398914768822,8.80743574392405,7.9978759713426,13.3499230190883,6.19709544614198,0.521013689003523,0.244366106861585,0.0409857378279794,0.836203862428912,9.39707981041007,10.2560492182773,9.45119266469025,5.70394196403682,8.66761675475908,7.42900228973365,0.602585403972868,0.484026123116111,0.726372589999851,0.564749527828265,"A"
10.072040533713,8.3844320941113,10.3927931754673,9.23943167499939,14.5457138226523,7.01145347212454,0.495359337383372,0.393058069923859,0.110319463739312,0.821491287041101,9.71697422692101,11.116349114952,8.50668069534493,6.59026818268373,10.409776249525,7.81612735551438,0.766217940102279,0.437299456779492,0.537832774197155,0.546865764788614,"A"
10.0061367110122,10.2454082090267,8.87241174657383,9.80082704073754,13.8200473107187,6.43228747244515,0.528266645698347,0.364677821983251,0.126545634703298,0.673643106741547,8.7507605708169,11.4645453743373,9.60282286173266,7.76608638360363,11.0328057024394,8.41631718250385,0.308954068600245,0.65905391557157,0.0147390693330905,0.927143154839935,"A"
13.32989407388,9.78857022501668,9.17028817139695,8.85655869385367,13.0944409646851,7.7521543864894,0.588862547475952,0.163284761774191,0.240166356718491,0.491705912559373,10.1904315397816,10.5450972748285,9.88225219864684,7.95825332014696,11.2414286734177,7.18952449487739,0.800652953692037,0.137344935819684,1.21794916639637,0.103737175613164,"A"
9.74338409546917,11.3936505874028,8.5283346622511,9.32559046877587,13.8033903164688,6.74504671725016,0.404010039791774,0.756785362772058,0.0738658643997421,0.763443041411368,7.0188230664596,12.7695718711088,9.9245011918109,5.86970238965814,11.8351270778099,7.94491994569222,0.264602653766881,0.652188447991866,0.678938562972307,0.682110273947058,"A"
10.2182062873044,10.6763348109049,11.3661505172763,8.45476842009132,14.1670854812034,7.10622602437872,0.263127876169248,0.615961081216451,0.0594747131322304,0.785298925473991,7.11159159695183,10.6304834924991,9.50806779965494,7.80759083358845,10.222137518986,6.00709201529771,0.618772521516172,0.577029766206574,0.722045413705968,0.434783526348012,"A"
10.2381350699802,8.19197197869426,8.91994706775647,10.3587714689672,13.9511105692112,6.63616318947059,0.568014062093774,0.173353337546307,0.265207354882338,0.567887565231356,10.4233054224453,10.2554153856287,7.13237878172955,7.33887306098119,11.723118878413,6.15024067991838,0.965032069481284,0.432282845582954,0.567294738010019,0.607084678925788,"A"
